,Unnamed: 0,Unnamed: 0.1,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt10_n0_dx,dt10_n0_dy,track_id_unique_pred,track_id_parent_pred
0,0,0,0,9601,36,0,1781.5099600045705,260.87692598519203,62.075413209465296,-163.83316044848533,1,0
1,1,1,0,9859,11,0,1064.984091198095,456.5299465793309,161.5539164218842,8.306069329882689,2,0
2,2,2,0,11204,44,0,1988.83734374346,1264.1262956155115,3.4547274203432607,-10.35187568126139,3,0
3,3,3,0,10250,15,0,909.021383563172,683.8964972501028,8.001354277404063,-8.43046349658755,4,0
4,4,4,0,9867,35,0,1419.1662007292548,461.67911670438974,254.6937634102296,-138.78666443439988,5,0
5,5,5,0,10507,4,0,1550.803003466339,851.8950585597722,102.53559688653354,70.8010499213119,6,0
6,6,6,0,9808,6,0,1369.127174493238,401.82438877879997,90.99613326464303,-106.20111986161535,7,0
7,7,7,0,11728,5,0,1329.1123137218865,1541.5565688999054,-135.11264201854124,185.41414086036187,8,0
8,8,8,0,9875,48,0,964.196054092932,466.4441442927031,-101.1626657349958,48.23525312534576,9,0
9,9,9,0,11795,29,0,976.8518064955887,1585.2049072366046,-15.11676391906849,-88.94772139729935,10,0
10,10,10,0,11733,47,0,1011.5528847255234,1542.356455793302,4.3661894245213935,-53.56172675907442,11,0
11,11,11,0,10134,21,0,1514.7325489169696,607.7433177243682,0.7810229982083001,-56.72311280363226,12,0
12,12,12,0,9303,30,0,329.5252933393469,51.09558941048014,53.941090469377286,61.17164131638361,13,0
13,13,13,0,10269,1,0,1738.9318287064661,694.9420404918345,167.88988022073704,-315.6996860007843,14,0
14,14,14,0,10274,37,0,1272.1901652961571,703.4871784475212,-188.1002505594097,-44.73722501734562,15,0
15,15,15,0,9647,25,0,44.31199607027116,294.88896985485195,91.87330265237341,-23.87223309615132,16,0
16,16,16,0,10992,24,0,1497.378662713186,1106.9767564761933,-21.644237035824517,3.417209654030785,17,0
17,17,17,0,9713,51,0,380.1631039579247,346.09599211656587,-184.01444587709358,-268.8575483687887,18,0
18,18,18,0,9650,3,0,1274.0193711474758,296.1996295762183,11.144135913691343,-46.89155776665224,19,0
19,19,19,0,11316,26,0,1924.4063719543421,1314.0132289888274,9.206911167555972,-19.557056113512765,20,0
20,20,20,0,10552,2,0,1511.0717261787963,872.2501435827745,92.66574474040749,83.40166171810074,21,0
21,21,21,0,9531,14,0,1639.478531123341,205.83898279693813,11.966287926524956,-29.238229279156908,22,0
22,22,22,0,9468,18,0,169.74479500925898,167.10318932038834,139.2888781265468,152.78128817781337,23,0
