Unnamed: 0,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt4_n0_dx,dt4_n0_dy,tid_lap_pred,ID_next,dist_link,u_flag,track_id_unique_pred,track_id_parent_pred,predicted
0,0,3085231,46,0,1652.1372624229334,1369.5648534039744,-11.199737780079658,-7.301650393965929,1,3085150,13.369675568922432,0,1,0,0
1,0,3085230,126,0,1506.3629071869782,1301.3778539962905,-18.060678158303748,-11.154536534687624,2,3085148,21.227618350665697,0,2,0,0
2,0,3085229,16,0,1737.4091946863018,1272.0802749866548,-7.335219764074509,-6.352482869040841,3,3085146,9.703581173398478,0,3,0,0
3,0,3085228,79,0,482.33615199526633,1241.3176934585401,72.32215010195694,-52.597286263908025,4,3085144,89.42576763829041,1,4,0,0
4,0,3085227,71,0,636.0798229034698,1226.5775455848532,-1.3668332161090575,-5.9854248249735065,5,3085145,6.1395067697715655,0,5,0,0
5,0,3085226,54,0,821.1255103498021,1220.3087785589005,-15.09903737786999,-38.242337762399295,6,3085143,41.11517149753561,1,6,0,0
6,0,3085225,12,0,68.27838591603259,1213.6935436988938,-41.47220299768117,-38.21070605689033,7,3085142,56.391503605126104,1,7,0,0
7,0,3085224,125,0,276.58479903655257,1122.7163584322748,6.053644342258222,5.905849583780992,8,3085141,8.457284973843622,0,8,0,0
8,0,3085223,162,0,638.2641127965949,1106.295095233159,-7.197598146157134,-26.643498334245358,9,3085140,27.59857645894982,0,9,0,0
9,0,3085222,13,0,473.8094325091034,1098.8698180203455,-46.46343651008999,-158.43960767115058,10,3085132,165.11196265357393,1,10,0,0
10,0,3085221,120,0,1442.195630748129,1069.4833889411948,-17.48715466328349,-4.344490530020721,11,3085139,18.018745133416733,0,11,0,0
11,0,3085220,137,0,354.9320186032077,1058.5177478045582,-23.60303745782568,-25.317096187269502,12,3085137,34.6129850863946,0,12,0,0
12,0,3085219,23,0,1790.2528462112793,1058.3149153506101,-0.9381212059970494,-24.37148410176337,13,3085138,24.389532769605196,0,13,0,0
13,0,3085218,30,0,1921.9835684471896,1054.7115760184745,-16.037096227504207,-23.98917520387977,14,3085136,28.856004269002323,0,14,0,0
14,0,3085217,89,0,1.5237758399589116,985.7675594116814,-1.5237758399589116,-27.760063003022083,15,3085133,27.80185228977027,0,15,0,0
15,0,3085216,72,0,722.4215398457058,975.8302019013487,-22.10630744855132,12.638258054687645,16,3085134,25.463982321442824,0,16,0,0
16,0,3085246,44,0,618.73286072684,1766.7681269290545,-36.18986731920279,-21.534170610215373,17,3085163,42.1120766580249,1,17,0,0
17,0,3085245,65,0,731.4247450526227,1717.5757030624836,-11.441528460876384,-19.063461919738298,18,3085162,22.233401761457195,0,18,0,0
18,0,3085244,32,0,1653.433351422261,1699.9737675773852,-31.26950298480211,-25.108895792247036,19,3085161,40.10284858738174,1,19,0,0
19,0,3085243,56,0,155.48395098253573,1651.9676899898898,-7.962122747214522,-4.788042518442809,20,3085160,9.290896070892408,0,20,0,0
20,0,3085242,108,0,1091.8773666814743,1650.2394946008455,-6.653793752129103,-40.426509868760384,21,3085159,40.97042435055869,1,21,0,0
21,0,3085241,156,0,532.2448889622286,1514.9157180001926,-27.61522812896101,-42.82366990225204,22,3085156,50.95554462972235,1,22,0,0
22,0,3085240,68,0,33.51491264347957,1507.637189520852,-33.51491264347957,5.374649796790664,23,3085158,33.943132294150594,0,23,0,0
23,0,3085239,69,0,1896.7083791916598,1484.9738038946196,-19.34985921725001,-21.07139710894216,24,3085154,28.608055296544066,0,24,0,0
24,0,3085238,27,0,773.4738987204894,1468.7563836442237,-27.547270043154867,-16.109883140000193,25,3085153,31.912073289195323,0,25,0,0
25,0,3085237,42,0,414.3132883697965,1459.0960458379252,-22.319921362504765,9.099517819230414,26,3085155,24.103529081254568,0,26,0,0
26,0,3085236,127,0,1394.5142653052426,1450.4997404074506,76.57205270390524,45.53598085080694,27,3085157,89.08874680527637,1,27,0,0
27,0,3085235,9,0,1171.2884280372432,1420.27467629675,104.480041014657,-113.11708113195505,28,3085149,153.98556105764516,1,28,0,0
28,0,3085234,100,0,942.3027802298803,1419.1879811692445,-10.671464917551132,-32.35121430536856,29,3085152,34.065836706565825,0,29,0,0
29,0,3085233,112,0,721.7690444121841,1411.7062235025508,3.090083769762714,-47.45098506766362,30,3085151,47.55149420991717,1,30,0,0
30,0,3085199,115,0,1074.7780345605718,529.9099416150539,0.8619783626684239,-8.671419052302667,31,3085117,8.714156016410668,0,31,0,0
31,0,3085198,151,0,1260.5681601777615,525.6804413161802,0.5721142365914602,46.9167395726837,32,3085122,46.92022769372219,1,32,0,0
32,0,3085197,75,0,325.49102880634024,469.6677642898677,-7.70168154418792,-22.3335836013307,33,3085114,23.624242952647442,0,33,0,0
33,0,3085196,70,0,266.35870369450504,450.2515746748703,-13.110676316920376,-33.11217012306673,34,3085111,35.61327903670168,0,34,0,0
34,0,3085195,19,0,1521.6569818932805,449.4394522043409,-25.305208146644645,-24.268845567521282,35,3085113,35.06180863168922,0,35,0,0
35,0,3085194,48,0,1683.8387425618155,350.92828587001253,-19.04739089765485,-11.838491388644965,36,3085109,22.426613172012367,0,36,0,0
36,0,3085193,104,0,593.3441331886003,347.0366011213829,24.513257597318894,8.655038505986736,37,3085110,25.996336079775386,0,37,0,0
37,0,3085192,119,0,800.26137782913,295.8623193399717,-19.473507645273685,-25.569963608783212,38,3085108,32.140948009743504,0,38,0,0
38,0,3085191,82,0,1016.5219362231396,281.06668180542846,-56.737194501897314,-21.02636633447668,39,3085107,60.507993861784314,1,39,0,0
39,0,3085190,152,0,157.94133413805486,265.1532484210039,-28.8752440649925,-66.92210093627115,40,3085104,72.88585125754756,1,40,0,0
40,0,3085189,103,0,76.78377851066028,262.02625840222413,9.947134543166484,-49.98419406529004,41,3085105,50.96435167817238,1,41,0,0
41,0,3085188,93,0,1230.175887972364,245.7217797801073,-2.5765407057758694,-4.451791284155148,42,3085106,5.14363758892474,0,42,0,0
42,0,3085187,45,0,603.0896549313372,207.77994752292355,58.824203474234885,-15.237360106557047,43,3085103,60.7656486626704,1,43,0,0
43,0,3085186,113,0,825.6522731463605,179.35815653267983,-33.37881110841409,-35.95229956856475,44,3085099,49.05826001071601,1,44,0,0
44,0,3085185,143,0,953.4132543504757,154.7682112545122,37.870115755352224,-13.786553830507273,45,3085098,40.301547536605355,1,45,0,0
45,0,3085184,35,0,1430.579081045945,128.05135137045485,-56.36702955987585,15.930792316037268,46,3085100,58.57501314742174,1,46,0,0
46,0,3085214,22,0,1071.2406583424593,965.6952810137249,64.73969962914043,61.334540277893886,47,3085135,89.18046052343456,1,47,0,0
