Unnamed: 0,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt2_n0_dx,dt2_n0_dy,tid_lap_pred,ID_next,dist_link,u_flag,track_id_unique_pred,track_id_parent_pred,predicted
0,0,9601,36,0,1781.5099600045705,260.87692598519203,15.675469344035944,-16.588007243769653,1,832,22.822846524375034,0,1,0,0
1,0,9859,11,0,1064.984091198095,456.5299465793309,23.82845919873467,-2.027090197617724,2,1371,23.914526180860037,0,2,0,0
2,0,11204,44,0,1988.83734374346,1264.1262956155115,-0.11270331798482405,-5.817619830839478,3,4040,5.818711415258673,0,3,0,0
3,0,10250,15,0,909.021383563172,683.8964972501028,8.237476359745415,-15.560168793669504,4,2041,17.606103193632702,0,4,0,0
4,0,9867,35,0,1419.1662007292548,461.67911670438974,58.55221557574009,-46.4886038413846,5,1282,74.76330808591311,1,5,0,0
5,0,10507,4,0,1550.803003466339,851.8950585597722,29.946306769605822,-3.9033289420331134,6,2572,30.199623606414033,1,6,0,0
6,0,9808,6,0,1369.127174493238,401.82438877879997,32.42637888277181,-49.93644769411941,7,1113,59.54090069655134,1,7,0,0
7,0,11728,5,0,1329.1123137218865,1541.5565688999054,-10.400432321408973,-164.076797117237,8,4440,164.406095825925,1,8,0,0
8,0,9875,48,0,964.196054092932,466.4441442927031,-5.26250941937883,-1.523177951851153,9,1413,5.478510423651105,0,9,0,0
9,0,11795,29,0,976.8518064955887,1585.2049072366046,16.26458500294075,-27.788035471483003,10,5008,32.19800678120154,1,10,0,0
10,0,11733,47,0,1011.5528847255234,1542.356455793302,4.38418599811223,-34.6908048219791,11,4858,34.96674171355819,1,11,0,0
11,0,10134,21,0,1514.7325489169696,607.7433177243682,6.745147816566032,-29.242041407660732,12,1772,30.009898446257253,1,12,0,0
12,0,9303,30,0,329.5252933393469,51.09558941048014,15.094684276425257,2.994204603379288,13,250,15.38878665171026,0,13,0,0
13,0,10269,1,0,1738.9318287064661,694.9420404918345,44.04485842724715,-35.38002651415036,14,1999,56.49509562801181,1,14,0,0
14,0,10274,37,0,1272.1901652961571,703.4871784475212,-37.07631772237005,-8.286440708644705,15,2125,37.99103098716889,1,15,0,0
15,0,9647,25,0,44.31199607027116,294.88896985485195,7.761069627572082,-14.325419921838147,16,946,16.29269338387669,0,16,0,0
16,0,10992,24,0,1497.378662713186,1106.9767564761933,-7.126302146061788,-8.308747896036266,17,3504,10.946208196304871,0,17,0,0
17,0,9713,51,0,380.16310395792465,346.09599211656587,-9.378284569869605,-4.193586523251041,18,1088,10.273187888939283,0,18,0,0
18,0,9650,3,0,1274.0193711474758,296.1996295762183,1.0729445742374537,-32.10662709156452,19,881,32.12455000861756,1,19,0,0
19,0,11316,26,0,1924.4063719543421,1314.0132289888274,0.7662512749759571,-10.859673990772308,20,4211,10.886673514083547,0,20,0,0
20,0,10552,2,0,1511.0717261787963,872.2501435827745,22.635443376067553,8.92960696047362,21,2694,24.333129213064623,0,21,0,0
21,0,9531,14,0,1639.478531123341,205.83898279693813,-1.3765006052212811,-13.803666015038884,22,669,13.872128509025302,0,22,0,0
22,0,9468,18,0,169.74479500925898,167.10318932038834,30.824860913252287,-8.827106464576358,23,570,32.063840363535945,1,23,0,0
